Client_ID,Age,Annual_Income,Equity_Investment,Bond_Investment,MutualFunds,Avg_Return_Percent,Volatility_Percent
565,35,1953640,140772,593336,111496,5.49,6.1
566,51,1954850,578758,245261,336613,7.77,3.06
567,34,1360632,588796,185539,648532,6.91,10.66
568,27,1833005,328142,742334,716003,6.41,3.11
569,61,888681,107712,297019,188655,5.81,7.35
570,60,503327,239811,457117,518553,6.07,7.7
571,53,1509582,548610,174482,510598,7.06,9.96
572,61,1503207,780221,222298,567581,7.46,7.47
573,63,1767732,514987,749701,722299,5.92,11.05
574,53,1546257,687032,727319,797774,7.03,2.48
575,41,500638,732256,232567,516289,7.95,2.2
576,25,1824631,263843,610707,391201,5.56,11.05
577,25,626042,115574,235318,252658,6.05,7.4
578,61,1856544,632700,206775,322114,7.55,7.26
579,40,784067,217911,730021,243308,5.53,7.94
580,55,1987378,282919,450451,713713,6.29,6.74
581,61,907376,787774,764386,391513,7.15,2.8
582,59,634844,345840,521636,772426,5.82,11.74
583,61,1314108,454361,777967,212329,6.41,4.54
584,43,1841318,545982,764194,416530,6.46,6.02
585,38,1411834,645832,364951,226099,7.63,3.45
586,57,409399,605609,766333,644436,6.41,7.32
587,33,1184703,188759,379769,779058,5.81,10.42
588,44,1262114,760036,476190,654811,6.78,9.21
589,38,764612,527388,696046,239901,6.23,8.98
590,41,1929863,367795,763249,695954,6.13,6.36
591,32,1036628,399176,527255,433967,6.76,3.41
592,52,1356784,134710,217016,356316,5.9,10.62
593,29,1654504,207756,129677,743290,6.86,4.74
594,44,1037140,104015,522624,766896,5.53,9.44
595,41,1025773,110227,339628,413761,6.02,5.74
596,62,1161460,277175,367393,206439,6.73,3.8
597,56,1397762,417136,632009,555495,6.64,3.51
598,48,1280690,274440,274400,564208,6.12,11.3
599,64,1448353,426693,342234,408913,6.86,6.42
600,63,630959,597809,639986,768453,6.49,7.63
601,49,1604886,287637,648967,250960,5.97,6.59
602,49,609883,754618,187113,121205,7.76,10.22
603,32,1247994,759720,127436,761708,7.64,5.87
604,60,929401,206722,233777,266083,6.93,2.85
605,46,1236537,743628,401787,680676,6.89,8.96
606,47,1984107,481401,718279,349610,6.08,9.29
607,26,1608217,133454,127432,340356,6.09,11.53
608,26,1990685,792263,177934,327618,8.12,4.39
609,65,1612969,201641,698386,147613,5.53,7.1
610,39,597871,788279,407092,672934,6.94,8.85
611,65,1632941,712626,284824,277761,7.94,2.9
612,44,913898,175077,774041,394608,5.98,2.61
613,45,456024,647514,210141,186007,7.65,8.06
614,35,1834897,685579,359271,270000,7.6,4.14
615,36,1032522,359777,382114,678144,6.63,5.89
616,48,1116375,103333,486949,569080,5.28,11.43
617,27,494527,350510,421582,704647,6.69,4.49
618,37,441926,575052,337169,403336,7.46,3.39
619,61,1894766,291661,603594,710365,5.7,10.93
620,49,871368,605976,106887,214146,8.44,2.88
621,58,644125,590077,137543,321276,7.4,10.23
622,58,1176778,248293,384576,140423,6.0,9.69
623,57,1033027,201421,341859,412296,5.8,11.17
624,38,462827,327930,727546,534586,6.06,6.46
625,44,408385,799957,602553,731964,7.34,2.19
626,41,714540,739507,262223,292523,7.35,9.57
627,56,1419455,368016,591766,467697,5.98,9.68
628,28,1653624,751591,272986,473772,7.56,5.79
629,49,1484359,331980,678908,659888,6.55,2.33
630,28,1255001,144615,275134,606921,6.55,3.33
631,35,1433337,342530,390514,667345,6.64,5.37
632,25,1574900,306079,564890,340623,6.2,6.23
633,40,1369753,639697,663926,614343,6.65,6.6
634,31,937727,740890,579794,537994,7.02,5.5
635,36,1936117,474956,229183,679069,6.82,8.76
636,30,1515869,605856,125198,491989,7.46,8.21
637,60,1629593,626848,209119,274495,8.05,2.66
638,39,701133,458492,303664,693599,7.13,3.95
639,45,760045,294685,786129,530422,6.18,3.91
640,54,1315162,402483,319243,396530,6.85,6.61
641,27,1344321,509179,671763,451137,5.99,11.21
642,40,633166,321972,232027,382127,6.46,10.78
643,49,1581141,663047,295111,181605,7.58,6.52
644,44,1059718,129819,287001,461371,6.4,3.93
645,46,1621150,208289,389614,376917,6.32,5.18
646,62,1716098,646551,232944,798770,7.18,7.03
647,52,433627,531031,542731,560745,7.08,2.34
648,55,650099,214173,170594,651194,6.13,11.64
649,65,1967823,181559,168705,758596,6.04,11.49
650,62,936412,517284,245057,682786,6.77,9.61
651,43,417789,453339,249692,501521,6.61,11.08
652,41,1713837,745211,796730,615425,6.71,5.83
653,25,1620766,123525,247630,241134,6.53,2.66
654,33,1003591,371133,633659,387726,5.79,10.96
655,64,1505366,568480,713903,140880,6.25,9.5
656,26,1088939,600672,398132,569654,6.59,10.55
657,49,1256234,221806,303802,268633,6.74,3.3
658,33,1625040,793479,397607,794220,6.62,11.77
659,60,1348704,126142,444464,624462,5.67,9.06
660,39,1080002,435318,365313,549670,6.85,5.79
661,54,442153,738969,541984,386573,6.49,11.91
662,25,1885847,512885,437297,431641,6.64,8.37
663,31,641508,492237,565348,273693,6.98,2.75
664,39,1373136,710621,602519,265258,7.26,3.27
665,40,1036031,374359,397264,728129,6.35,8.72
666,29,708453,157346,321293,731496,5.99,8.68
667,51,640717,789069,357790,308379,7.25,8.85
668,49,1315010,676722,649124,560271,6.65,7.43
669,37,1215841,321991,191049,627032,7.11,4.0
670,32,1867591,556784,361594,568657,7.16,4.76
671,65,1487557,584105,574563,398786,6.92,4.65
672,27,1099431,791569,620971,408183,6.45,11.71
673,43,1546420,464538,731748,244387,6.6,3.49
674,50,1226407,793962,389002,160033,7.43,7.62
675,57,1663061,653107,344755,473662,6.96,9.01
676,39,840016,569176,106923,157934,8.21,5.84
677,47,1722855,631737,113916,779482,7.69,3.99
678,39,1162682,624427,620459,533963,7.13,2.24
679,50,1017725,525203,744290,361684,6.64,4.15
680,56,809532,241436,757849,151685,5.97,3.46
681,44,1824282,538685,537116,408170,6.37,9.91
682,32,1140344,759984,782522,121917,6.52,9.06
683,56,464525,620334,208421,222803,7.62,7.55
684,53,1131865,432044,174354,503083,6.99,8.65
685,36,1523620,505779,269180,571482,7.35,3.75
686,30,1039625,291931,357876,796445,6.67,4.42
687,33,1330157,776117,266619,172144,7.74,7.36
688,55,1259710,704003,761292,103425,6.9,4.72
689,29,1316274,583850,608929,120272,6.94,4.67
690,25,1563640,299919,520026,678962,6.13,7.8
691,41,437052,720072,130345,659024,7.52,7.34
692,51,1771400,766851,418951,632818,7.36,4.4
693,60,1156889,133825,562842,381708,5.78,5.5
694,59,1969398,644497,436068,701399,6.56,10.33
695,27,1043895,662356,503369,552052,6.96,6.07
696,36,895913,143146,383879,326935,5.77,8.38
697,65,1255779,167461,661796,455718,5.69,6.67
698,36,720267,567083,530432,646326,7.06,3.07
699,32,1117908,512733,312978,347945,7.07,7.04
700,37,1081051,724931,564191,128972,6.75,9.89
701,36,1558338,703537,757579,204479,6.74,6.18
702,34,1475532,756854,634481,516318,7.03,4.97
703,52,1365924,576650,795651,696884,5.93,11.39
704,58,1981599,208510,728881,364438,5.85,5.11
705,41,486707,138472,345675,610876,6.14,6.05
706,30,1387084,284105,258390,491221,6.2,11.24
707,31,505569,645590,300611,381690,7.06,9.46
708,47,869041,553646,549612,385224,6.63,7.46
709,30,1354968,536044,688301,659418,6.46,6.58
710,47,1236391,393246,335828,638753,6.91,4.61
711,31,1746399,765998,613502,105049,6.67,10.5
712,27,1592009,538248,419598,791687,7.17,2.77
713,57,1185616,466923,128753,402751,7.58,5.62
714,45,805054,274661,306524,388777,6.72,5.0
715,38,705852,648478,691189,673392,6.35,9.29
716,29,1359957,625087,687577,590223,6.41,8.55
717,48,723769,344087,591133,647153,6.0,9.1
718,45,445150,714586,759407,331943,6.96,3.88
719,38,1930657,413303,525340,790058,6.11,10.02
720,44,1169533,238356,538979,449744,5.87,8.34
721,49,528490,171556,287474,423734,6.16,7.71
722,55,546387,324770,385462,391976,6.27,9.16
723,46,501344,631542,428459,657150,6.58,10.23
724,27,1705471,778504,131944,737041,7.21,10.46
725,64,709187,328019,635734,343879,6.48,2.98
726,49,409878,732159,263386,273141,7.57,7.5
727,46,647720,229656,523787,756875,5.74,10.2
728,60,563569,126701,562910,782909,6.0,4.96
729,53,1986979,488546,304134,452686,6.93,7.54
730,62,1166595,452589,794204,306451,6.54,3.15
731,27,577775,395262,199579,509090,7.07,6.39
732,33,1923339,707188,305882,587829,7.15,7.96
733,36,870620,737026,436219,416766,7.02,8.22
734,47,1346667,346787,375216,464609,6.13,11.1
735,65,1537616,487752,415961,431681,6.55,9.19
736,42,757873,507880,352620,562995,7.08,4.95
737,28,1799560,322767,487282,497367,5.9,10.91
738,43,1481756,168601,492897,590876,5.49,11.26
739,64,1880204,552993,224207,608148,7.64,2.37
740,59,1409844,163777,597734,561931,6.2,2.65
741,52,509651,177922,517437,461353,5.42,11.43
742,36,787358,235231,507475,781648,6.21,5.83
743,36,844889,580884,180837,110784,7.48,11.01
744,51,1815730,295815,160783,742399,7.08,3.9
745,43,1152840,602004,731472,700465,6.59,5.82
746,32,1958911,346789,590168,778470,6.54,3.77
747,25,1331160,166239,134362,789044,6.94,2.73
748,60,408207,413482,539739,557126,6.62,4.83
749,57,744930,334233,328509,689965,6.1,11.55
750,60,1896132,246748,190281,754453,7.04,2.58
751,59,1483278,713869,328224,735861,6.83,10.03
752,54,478148,453821,753589,157001,6.61,2.82
753,38,1221854,503414,455528,397374,7.11,3.32
754,42,1763926,552762,462593,374234,6.95,5.77
755,56,1016730,618204,167365,390558,7.48,8.1
756,31,424621,673745,305461,634697,6.87,10.08
757,43,1069537,556548,404212,646596,6.98,5.52
758,30,1418849,160978,195401,597038,6.64,4.56
759,59,1862190,181145,210131,597184,6.2,9.21
760,39,612136,402819,254240,541039,6.39,11.96
761,46,1783496,162973,688706,121062,5.6,4.87
762,42,1885269,412954,405510,557817,6.75,5.62
763,47,1723370,528347,107436,409876,7.12,11.88
764,34,1673913,360678,237290,108242,7.22,6.36
765,50,1860441,518996,659936,521297,6.03,11.05
766,31,584507,292222,699362,185684,6.0,5.59
767,40,605748,573773,181341,263019,7.93,4.06
768,47,1780794,580098,742432,113135,6.72,4.61
769,35,1888039,232640,392654,580788,6.07,8.53
770,45,1614304,598217,594002,551299,6.53,8.19
771,50,1123747,494197,108635,428497,7.52,7.05
772,38,1870424,299573,756029,148311,6.18,3.07
773,37,1219191,479015,414355,278348,6.76,7.55
774,38,1098390,318779,381343,620292,6.84,3.05
775,31,471490,170558,344392,356996,6.16,6.32
776,30,1729924,772251,227228,356938,7.96,4.17
777,65,684153,365494,498396,524556,6.15,9.21
778,42,1762390,225158,615139,610996,5.58,10.34
779,41,1242578,527474,367995,604559,6.56,10.02
780,52,1490195,384725,602212,320283,5.81,11.47
781,46,743047,322323,413461,229017,6.67,4.73
782,51,456581,132851,793760,476678,5.07,10.84
783,55,417211,665520,468261,576360,6.54,10.81
784,47,1102166,604475,703299,680862,6.89,3.19
785,61,1152383,368560,185279,652994,6.82,7.94
786,38,832616,655155,692419,534117,6.21,10.94
787,50,1715930,637469,188712,291915,7.38,9.9
788,37,1489713,507160,422967,200194,6.96,6.36
789,28,1218004,248669,383247,704281,6.06,9.28
790,47,1914329,125130,278439,524349,6.35,4.58
791,40,1823611,688675,252913,194291,8.11,2.6
792,33,931655,522542,776018,145110,6.15,8.64
793,51,545382,161625,176575,277093,6.36,8.54
794,46,483233,611389,403522,356577,7.06,6.84
795,49,848437,751684,436971,646110,7.14,6.17
796,65,849038,532960,528103,323617,6.57,8.19
797,32,1045284,137431,768461,741246,6.0,3.17
798,55,1270558,398210,385108,334308,7.09,2.85
799,51,832766,377551,579354,616516,5.97,10.1
800,52,1845351,457622,347363,308717,6.45,11.61
801,60,1676333,587963,533078,764206,6.73,6.42
802,37,1994204,502029,107107,741464,7.05,9.02
803,33,805482,513170,670376,611408,6.87,2.41
804,26,1105109,383138,232700,542265,7.24,3.46
805,55,479624,444476,235823,182737,6.89,11.09
806,25,1624225,367500,159688,311873,6.89,10.44
807,32,1057787,516156,345889,359984,6.53,11.67
808,29,1010448,440303,675173,608175,6.31,6.68
809,57,955848,231632,777726,318974,5.85,5.07
810,29,784373,391783,713781,301654,6.6,2.2
811,36,562817,142634,681581,195722,5.77,3.12
812,54,1929765,157075,409623,255846,5.83,7.46
813,50,1053738,357198,691222,341987,6.2,5.77
814,41,570589,297811,321393,120824,7.08,2.61
815,30,1771890,581675,129469,703586,7.71,3.43
816,55,1959726,390845,466045,168521,6.75,4.82
817,46,944060,325197,740800,508355,5.6,10.76
818,30,1498396,255885,714510,106518,5.39,9.92
819,54,1282656,396856,727502,427352,6.6,2.32
820,44,881526,137603,713328,304630,5.37,7.56
821,53,1252917,784307,637230,158318,7.35,3.28
822,44,680704,674726,797141,488141,6.63,5.92
823,45,725299,500343,496973,668279,6.97,3.39
824,62,448269,721706,176106,422399,7.54,8.31
825,45,482443,532595,455934,323386,7.18,3.46
826,35,1945925,430954,101942,594482,7.67,2.95
827,59,557598,640905,333595,632752,7.24,5.44
828,64,1059671,224282,344304,179204,6.5,4.81
829,57,1275095,758265,639089,267359,7.12,4.83
830,51,1290704,771266,453998,601238,7.22,5.53
831,55,1079091,511119,361108,442527,7.35,2.62
832,39,409336,166364,128519,647537,6.99,2.65
833,44,1455585,499349,758738,460430,5.97,10.2
834,33,1290114,536584,169869,513039,6.9,11.41
835,51,1062315,128949,624832,557024,5.57,7.67
836,34,1632508,622097,730912,798366,6.94,2.52
837,57,975476,699549,253964,339666,7.35,8.84
838,59,1583338,672528,188499,744742,7.04,9.79
839,40,993028,629741,319259,780081,7.39,3.33
840,45,1682473,788701,723967,432562,6.61,8.6
841,49,772568,299478,348472,407582,6.32,8.75
842,53,641630,629868,587200,732281,6.18,11.83
843,62,1685873,691965,146439,668532,7.08,11.0
844,30,1749819,329429,588434,176571,6.31,5.13
845,36,1524420,511096,326997,100606,7.48,4.56
846,47,1802844,754259,407754,311302,7.07,9.14
847,57,1708148,171507,344633,127061,5.59,11.41
848,34,1762880,605324,286045,474270,7.46,4.5
849,43,1197603,231217,368568,770522,6.15,8.17
850,49,1371865,202169,223586,188708,6.97,2.92
851,28,1745846,751060,713583,581957,6.95,4.49
852,30,1141252,420162,741749,665600,5.9,9.73
853,42,1324009,232275,468735,421821,6.47,3.17
854,38,520641,348577,427393,194368,6.07,11.23
855,49,565782,320362,644619,181831,6.24,4.76
856,39,1623575,499755,662406,261266,6.49,6.31
857,64,1908373,777531,578825,301393,7.39,3.21
858,31,1996891,187560,202418,230970,6.19,10.6
859,53,648737,269762,758466,606873,6.2,3.68
860,39,590577,544844,459237,208368,6.5,10.94
861,59,925514,290815,726773,271521,6.23,3.2
862,31,1000413,200269,276402,269813,6.07,9.97
863,53,1122895,154004,792647,385210,5.78,3.79
864,63,1311450,147768,795441,439533,5.06,11.08
865,29,1998176,432393,517657,593561,6.37,8.02
866,42,1168246,621980,612284,701128,6.41,9.19
867,61,1370442,190465,500239,419364,6.2,4.11
868,53,417768,596159,374181,694766,6.47,11.57
869,36,1784283,605256,532805,212728,7.18,3.74
870,44,1882600,301448,546502,139851,5.9,9.05
871,39,1332084,674254,639009,489876,6.48,9.36
872,38,888953,726914,221039,509893,7.4,7.91
873,46,1181980,296895,403802,346671,6.85,2.29
874,60,1172454,580069,424705,583797,6.49,10.67
875,65,1460694,707783,107791,743274,7.75,4.7
876,62,1081390,322642,795007,790605,6.11,5.61
877,34,933267,479953,761610,436852,6.02,9.3
878,40,1475480,727316,477594,733771,7.26,3.73
879,62,1348797,391105,274019,601736,7.08,4.13
880,57,1727258,546923,621074,111233,6.65,6.66
881,40,1823122,231594,736517,696676,5.75,7.86
882,49,1645859,426032,145734,459819,7.51,4.49
883,29,1807723,293124,397252,507800,6.54,5.31
884,51,1499728,778436,323493,727459,6.99,9.29
885,46,558242,793135,388256,672587,7.0,8.64
886,65,709836,662221,358726,721350,7.39,3.34
887,25,626985,149607,173276,253841,6.96,2.2
888,30,1283524,652007,422545,339987,7.23,5.52
889,63,1480001,386024,472740,226661,6.19,10.06
890,35,1322554,221322,497220,703672,5.73,10.39
891,61,1864395,249506,295074,516791,6.16,9.9
892,53,930297,683715,558794,651346,6.67,8.27
893,40,769344,478716,252523,641143,6.73,9.52
894,64,628351,607915,519576,245475,6.5,10.71
895,47,1463778,473497,238070,639240,7.42,2.78
896,42,1505234,173321,220257,757469,6.37,6.95
897,35,1698722,526621,739869,196814,6.15,9.2
898,61,1087026,392533,398292,451823,6.35,9.53
899,55,1153028,594850,317100,131937,7.9,2.04
900,58,1648178,427418,399835,682108,6.71,6.12
901,49,1187267,178124,549328,506426,5.76,7.79
902,57,1383372,684057,418727,144517,7.74,2.29
903,31,1573601,449452,487489,740849,6.72,5.05
904,34,1795313,683977,780437,103195,6.32,9.97
905,49,882222,194937,597720,119373,5.76,5.73
906,31,529138,369244,506546,552417,6.52,5.43
907,29,1570457,367960,468363,771198,6.18,9.27
908,62,977944,321774,628312,448946,6.26,5.28
909,39,1963363,461917,124480,527225,7.15,8.7
910,54,1485964,292133,767796,633301,5.9,7.09
911,41,1117745,450905,295603,452770,6.46,11.72
912,32,851774,274488,439722,440311,6.57,3.86
913,52,1058562,388104,653664,244335,5.81,10.77
914,36,676182,615932,689952,140747,6.57,7.49
915,42,1656338,189126,233254,560095,5.97,11.31
916,45,1008189,108457,707384,596628,5.62,6.07
917,51,1422668,755137,163749,669811,7.3,9.17
918,57,434400,500446,597902,343705,6.2,10.08
919,30,659944,269137,488695,176320,5.64,11.82
920,46,460225,602257,493937,179697,7.19,4.52
921,62,1063690,390138,518517,231768,6.44,6.72
922,37,1492527,486886,754190,108249,6.08,8.8
923,36,1767278,587421,319385,599468,7.49,2.51
924,33,542547,433493,666418,765516,6.77,2.15
925,51,1211454,566898,428390,423545,7.08,5.1
926,56,1678893,721955,504753,142881,7.63,2.19
927,41,1047384,202891,226145,259050,6.38,8.52
928,38,1768091,497304,104672,121975,8.4,3.76
929,50,922867,401232,271195,346803,7.43,2.21
930,32,1182745,619693,629825,646529,6.73,5.84
931,61,908703,619546,713132,470648,6.31,9.32
932,25,686411,380726,639846,485664,6.19,7.17
933,48,1726048,374261,790846,659059,6.19,5.63
934,48,426643,127072,513293,475816,6.18,2.4
935,44,1552412,454256,184079,699091,7.3,4.47
936,40,1575025,611206,377627,774940,6.42,11.96
937,41,538942,612041,471874,197914,6.8,8.93
938,46,553080,507681,569285,234312,6.28,10.17
939,36,412515,405914,250197,225340,7.28,5.31
940,26,1714268,587750,411408,387301,6.63,10.52
941,65,1986564,199954,773013,359675,6.08,2.14
942,65,808306,431556,782922,556937,6.56,2.87
943,32,1539893,151604,265345,292381,5.8,10.93
944,25,913229,166208,181320,644116,6.74,4.0
945,59,1897533,735339,443107,674687,7.02,6.93
946,59,1481490,533190,755298,509481,6.13,9.17
947,59,1393382,352298,335474,601471,6.24,10.58
948,46,449581,155315,486951,445281,6.17,3.63
949,45,1183646,182923,285124,387543,6.18,7.97
950,37,1171646,112900,573353,267439,5.75,4.05
951,29,1166380,276682,110428,112204,7.06,11.63
952,52,1210093,168010,337553,226479,6.38,3.89
953,39,1707322,320915,197023,745881,6.71,7.35
954,37,893023,277672,260637,725839,6.1,11.49
955,44,1099200,494710,207512,464308,7.58,3.32
956,31,998220,300197,189637,128282,6.85,9.94
957,32,1253476,703057,582938,590276,6.95,5.56
958,38,1493644,390809,604031,787722,5.96,10.2
959,59,1164264,542647,389357,418375,6.56,10.66
960,36,1038482,332419,626328,685935,6.08,7.68
961,27,809404,723732,127856,263626,8.33,3.9
962,51,1473829,659440,509160,569546,7.29,2.63
963,43,1368626,642671,505945,564156,7.0,5.38
964,51,425982,105788,291328,538191,5.97,7.42
965,55,747887,425846,424389,273536,6.45,9.27
966,43,1817590,765476,604287,497580,6.87,7.15
967,49,1019285,444759,363856,641836,6.79,6.24
968,33,1705343,358753,128599,258256,7.75,3.52
969,46,625840,130282,343525,783600,5.69,10.79
970,58,1452597,759229,311409,444469,7.48,6.12
971,29,1660776,401875,180468,498909,6.61,11.72
972,55,542201,759856,768732,319312,7.08,3.26
973,52,976059,287282,667319,354381,6.24,4.0
974,48,1049127,133494,725410,175067,5.31,6.71
975,42,917389,767894,533084,308223,7.3,4.71
976,27,1416562,740942,700888,767342,7.11,2.61
977,35,1670247,689490,318338,218825,7.0,11.65
978,48,1483590,156484,443471,739046,5.99,6.97
979,41,938411,379569,486668,164889,6.66,5.05
980,50,1790000,125709,269005,124375,6.19,4.99
981,39,1576702,266789,763593,325197,5.59,8.76
982,42,808249,163856,648322,698171,5.65,8.13
983,64,1550149,388076,377898,401805,6.78,5.65
984,58,1079483,713047,723820,222883,6.35,10.71
985,46,1638507,233775,306813,499672,6.46,6.27
986,35,695437,330573,194646,570177,6.83,7.19
987,59,981411,150454,672385,708330,5.93,4.84
988,26,1545408,735085,166957,730714,7.71,4.39
989,38,1568189,523948,264372,376261,7.12,7.75
990,46,808271,448999,204865,510716,7.51,2.99
991,27,1676659,587127,545178,397274,6.28,11.56
992,51,1818089,283268,268029,541276,6.71,5.76
993,42,1360962,648288,329489,382246,7.66,2.82
994,59,480047,591862,767692,299490,5.99,11.58
995,45,522247,168354,495476,653120,5.74,8.87
996,26,1479791,722521,442215,374687,7.06,7.71
997,50,1055122,251726,648930,324395,5.4,11.54
998,45,1557201,140686,278821,189404,5.75,10.27
999,64,515135,254287,206616,146284,6.5,10.76
1000,63,1758668,296258,194650,570484,6.81,6.61
